Platform,Content_Type,Category,Follower_Count,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Has_Media,Is_Verified,Score
Facebook,Story,Travel,457592,0,Sunday,8,915,Neutral,True,True,0.49714961285484605
YouTube,Short,Technology,192144,11,Sunday,1,154,Positive,True,True,0.8133117122118989
Facebook,Video,Fashion,354405,11,Sunday,26,539,Positive,False,True,0.628689119067957
Instagram,Reel,Fashion,188183,12,Sunday,0,150,Negative,True,False,0.4205011445821482
Twitter,Thread,Education,161033,14,Sunday,22,270,Positive,True,False,0.5149103324213283
LinkedIn,Article,Travel,201818,14,Sunday,3,577,Neutral,False,False,0.326388563380728
Twitter,Poll,Entertainment,142832,15,Sunday,14,1963,Positive,True,True,0.39022202145263635
Facebook,Story,Fashion,492887,0,Monday,6,330,Positive,False,True,0.5564850517274197
YouTube,Live,Education,63404,2,Monday,21,236,Neutral,True,False,0.8416546363906704
Twitter,Retweet,Business,270175,5,Monday,22,90,Positive,True,True,0.5111996331209163
TikTok,Duet,Lifestyle,169425,5,Monday,5,220,Positive,True,True,0.7845686812971057
Instagram,Photo,Fitness,461436,13,Monday,12,133,Neutral,True,False,0.5516507176118586
Twitter,Thread,Business,491029,13,Monday,24,684,Positive,True,True,0.3694513000152107
Facebook,Live,Fashion,256465,13,Monday,0,494,Positive,True,False,0.4734085161752955
Instagram,Carousel,Health,356015,17,Monday,29,1549,Positive,True,False,0.5407007025536281
Facebook,Live,Business,255829,6,Tuesday,27,191,Neutral,True,False,0.5276585228434486
Instagram,Story,Fitness,486061,7,Tuesday,27,676,Neutral,False,True,0.499176688625356
TikTok,Stitch,Travel,417137,7,Tuesday,29,590,Positive,True,True,0.7456847157888705
Twitter,Retweet,Fitness,247692,9,Tuesday,17,1157,Neutral,True,False,0.5504650377119563
Twitter,Thread,Education,279929,10,Tuesday,20,1707,Positive,True,False,0.48511556223737556
Instagram,Photo,Travel,22246,11,Tuesday,0,1060,Neutral,True,False,0.4685005962494003
TikTok,Video,Gaming,126140,12,Tuesday,3,506,Neutral,True,False,0.8580759182492357
Instagram,Photo,Education,209059,14,Tuesday,13,1649,Neutral,True,False,0.42807656648290443
TikTok,Video,Food,480604,17,Tuesday,25,224,Negative,False,False,0.925207320291927
Instagram,Reel,Gaming,493979,20,Tuesday,23,188,Positive,False,False,0.4478225054408259
YouTube,Short,Sports,123952,20,Tuesday,21,562,Neutral,True,False,0.8585931487534236
Instagram,Carousel,Fashion,332286,22,Tuesday,10,175,Neutral,True,False,0.4596280639240832
Facebook,Video,Health,140174,22,Tuesday,25,540,Positive,True,False,0.5422148197390411
TikTok,Stitch,Travel,75627,2,Wednesday,2,198,Negative,True,False,0.9323561673325695
YouTube,Live,Technology,132540,6,Wednesday,10,263,Positive,True,False,0.6772489829606859
Instagram,Photo,Travel,218712,6,Wednesday,8,1457,Neutral,True,True,0.35401950087511463
Instagram,Photo,Fitness,35531,9,Wednesday,17,1540,Negative,True,False,0.4563342724858998
YouTube,Community Post,Fitness,341287,13,Wednesday,9,681,Negative,True,True,0.7353053253033404
Facebook,Post,Entertainment,323715,19,Wednesday,9,1960,Positive,True,False,0.34780015929372166
Instagram,Photo,Entertainment,7749,1,Thursday,0,1216,Negative,True,False,0.09586732307297194
Instagram,Story,Health,173739,7,Thursday,18,340,Neutral,True,False,0.3803015449538538
Twitter,Poll,Entertainment,132416,11,Thursday,11,1348,Positive,True,False,0.48567354139896474
Facebook,Post,Entertainment,38735,12,Thursday,22,1393,Neutral,True,False,0.21558416322410517
TikTok,Stitch,Sports,495082,18,Thursday,22,545,Negative,True,False,0.9552875145088194
TikTok,Video,Fashion,235881,1,Friday,7,466,Neutral,True,True,0.8435873820072602
TikTok,Duet,Entertainment,289113,12,Friday,9,239,Positive,True,True,0.8841201672265852
LinkedIn,Article,Health,177256,12,Friday,28,1734,Positive,True,False,0.29077189616221155
YouTube,Live,Business,150405,14,Friday,6,424,Positive,True,True,0.8697277555260642
LinkedIn,Document,Fitness,275028,8,Saturday,3,1642,Neutral,True,False,0.33674042630420364
Facebook,Story,Technology,56873,12,Saturday,27,1277,Positive,True,False,0.5367554471967078
Instagram,Photo,Gaming,89616,15,Saturday,2,153,Positive,True,True,0.35988209953020045
Twitter,Thread,Business,158524,15,Saturday,14,510,Positive,True,True,0.4199553120233061
Twitter,Poll,Fashion,176259,22,Saturday,28,1677,Negative,True,False,0.2598851201812755
Instagram,Photo,Food,124015,2,Sunday,10,1129,Neutral,True,True,0.4754966118001318
Instagram,Carousel,Technology,202674,3,Sunday,23,1700,Positive,True,False,0.4120552281774307
Instagram,Reel,Business,108625,9,Sunday,7,149,Positive,True,False,0.5421504926692153
Twitter,Retweet,Fashion,208596,13,Sunday,17,1097,Negative,True,True,0.5260838249365165
YouTube,Short,Sports,470772,15,Sunday,24,305,Positive,False,True,0.8529539964270249
Instagram,Carousel,Food,224769,16,Sunday,5,958,Positive,True,False,0.41053681294807215
Instagram,Story,Education,119971,19,Sunday,12,1484,Neutral,True,False,0.5049422965529462
Instagram,Story,Health,229734,0,Monday,1,1332,Neutral,True,False,0.41438961076306524
Twitter,Retweet,Travel,210515,1,Monday,23,1369,Positive,True,False,0.5799197282221115
TikTok,Stitch,Technology,433235,2,Monday,19,562,Negative,True,True,0.7213813961163706
Twitter,Poll,Gaming,18656,2,Monday,21,1428,Neutral,True,True,0.37170419301124935
Instagram,Story,Lifestyle,104789,11,Monday,9,213,Positive,False,False,0.4520125406077589
Instagram,Photo,Fitness,217465,11,Monday,12,1824,Positive,True,True,0.4887789297341796
Facebook,Video,Gaming,339270,13,Monday,4,333,Positive,True,False,0.24413564194442663
YouTube,Live,Sports,138010,14,Monday,22,269,Neutral,True,False,0.7499951982047964
YouTube,Short,Food,62515,22,Monday,13,526,Positive,True,False,0.8124424875350402
Facebook,Live,Education,192654,9,Tuesday,6,563,Neutral,True,False,0.5350023738568603
TikTok,Stitch,Travel,283907,17,Tuesday,22,209,Positive,True,True,0.972774504078326
Facebook,Post,Fitness,298491,17,Tuesday,13,1908,Neutral,False,False,0.5581001932458909
LinkedIn,Document,Sports,370709,23,Tuesday,5,1548,Positive,True,False,0.31437211861381953
Instagram,Carousel,Health,281272,0,Wednesday,16,1543,Positive,True,True,0.2035986374774858
LinkedIn,Post,Fashion,370874,17,Wednesday,1,866,Positive,False,True,0.29932677034350796
Twitter,Retweet,Gaming,34471,4,Thursday,27,1949,Negative,True,True,0.5486821953002697
Instagram,Reel,Technology,16536,5,Thursday,28,599,Positive,True,False,0.4389933055646771
Instagram,Carousel,Travel,58304,7,Thursday,12,163,Neutral,True,False,0.49384486696941654
Facebook,Video,Sports,382673,16,Thursday,6,571,Positive,True,True,0.3721529173454084
Instagram,Photo,Gaming,295456,17,Thursday,0,1133,Neutral,True,False,0.40595155185242315
Twitter,Tweet,Food,37685,17,Thursday,12,1118,Neutral,True,False,0.5156931523090856
Facebook,Story,Food,86337,2,Friday,29,1654,Neutral,True,True,0.5727160452436187
Facebook,Live,Gaming,374825,11,Friday,25,113,Neutral,True,False,0.3339813263494153
Facebook,Live,Business,445205,11,Friday,29,229,Positive,True,False,0.5994689188120128
Facebook,Video,Entertainment,245136,16,Friday,25,293,Positive,True,False,0.3260257500596857
Instagram,Reel,Fashion,165588,19,Friday,17,272,Negative,True,False,0.48167763084225984
TikTok,Stitch,Travel,473268,20,Friday,6,533,Neutral,True,False,0.8604571093407174
Twitter,Poll,Sports,339417,2,Saturday,3,1257,Positive,True,False,0.5865915573389721
TikTok,Video,Fitness,449635,3,Saturday,21,465,Neutral,True,False,0.760162175183545
Twitter,Poll,Business,104298,6,Saturday,0,1011,Negative,True,True,0.5937334577627893
Facebook,Post,Travel,394372,8,Saturday,7,1730,Negative,True,False,0.5897339882023032
Instagram,Carousel,Travel,406184,13,Saturday,20,1714,Positive,True,False,0.41310491897560525
Instagram,Story,Lifestyle,495432,19,Saturday,14,1167,Positive,False,True,0.47653873372309796
YouTube,Video,Travel,285269,21,Saturday,26,336,Positive,True,False,0.7223172297845805
TikTok,Video,Food,88593,1,Sunday,3,399,Positive,True,False,0.6816161492013674
TikTok,Stitch,Gaming,191918,5,Sunday,20,82,Neutral,True,False,0.6718716897305007
Instagram,Reel,Health,385869,6,Sunday,3,92,Positive,True,False,0.4264240561009468
Instagram,Reel,Business,473534,7,Sunday,25,220,Positive,True,False,0.5703582537835787
YouTube,Short,Lifestyle,448600,12,Sunday,16,37,Positive,True,False,0.7777708813347982
Facebook,Story,Business,349320,22,Sunday,0,1475,Neutral,True,False,0.6013969827895699
LinkedIn,Article,Lifestyle,304041,0,Monday,10,890,Positive,False,False,0.3775305949270835
TikTok,Stitch,Sports,471894,4,Monday,23,226,Positive,True,False,0.677352967087052
Facebook,Live,Education,32248,15,Monday,11,81,Positive,True,True,0.5461867335345829
Twitter,Thread,Entertainment,38353,20,Monday,22,856,Negative,True,False,0.4998977494245515
YouTube,Live,Education,270584,4,Tuesday,28,562,Positive,True,True,0.7461467173861575
TikTok,Video,Education,347909,5,Tuesday,24,236,Positive,True,False,0.7752805053604125
Twitter,Thread,Lifestyle,374465,13,Tuesday,27,1496,Positive,True,False,0.542337354810098
Facebook,Live,Fashion,109098,22,Tuesday,8,70,Neutral,True,False,0.5190467802160361
Instagram,Reel,Gaming,291489,2,Wednesday,25,30,Negative,True,True,0.5195608396308194
LinkedIn,Post,Health,214674,7,Wednesday,27,1481,Positive,True,False,0.19724568694250974
Instagram,Carousel,Education,418973,9,Wednesday,24,730,Neutral,True,True,0.4804103573091811
Instagram,Carousel,Business,86643,21,Wednesday,7,546,Negative,False,False,0.2208050087436022
Instagram,Photo,Health,194910,22,Wednesday,21,904,Neutral,True,True,0.1657939301416146
LinkedIn,Post,Fashion,476728,23,Wednesday,4,349,Positive,True,False,0.2602023470694471
Twitter,Poll,Travel,121654,0,Thursday,15,994,Neutral,True,False,0.6040098773870465
YouTube,Live,Fitness,257546,2,Thursday,10,371,Positive,True,False,0.7769240713531167
Instagram,Carousel,Education,292342,3,Thursday,27,1093,Negative,False,True,0.4412002803423196
Instagram,Reel,Business,354253,8,Thursday,26,449,Neutral,True,False,0.2958978444996562
TikTok,Stitch,Education,335328,8,Thursday,27,130,Positive,True,True,0.7574093709402591
Facebook,Video,Fitness,330794,9,Thursday,14,446,Positive,False,False,0.4743204139473623
Facebook,Story,Travel,115968,9,Thursday,22,97,Positive,False,False,0.5330526919882702
Twitter,Poll,Business,221524,19,Thursday,26,848,Neutral,True,False,0.4842383390628909
Facebook,Live,Fashion,445913,1,Friday,9,493,Neutral,False,True,0.523182101647339
Facebook,Video,Education,114404,1,Friday,9,502,Neutral,True,False,0.3120275966431935
Facebook,Video,Food,209675,4,Friday,4,552,Positive,True,False,0.47827742409179036
Twitter,Poll,Sports,91345,7,Friday,12,217,Positive,True,False,0.5019336259189041
Twitter,Tweet,Gaming,493297,12,Friday,8,1342,Neutral,True,False,0.5707879762200194
Instagram,Photo,Fashion,309777,13,Friday,12,256,Negative,False,False,0.47195371496608246
Twitter,Thread,Gaming,436060,15,Friday,20,920,Negative,True,False,0.505717915546042
TikTok,Duet,Health,44688,17,Friday,7,492,Negative,True,False,0.8571104550226839
Instagram,Reel,Fashion,291039,19,Friday,7,503,Positive,True,False,0.29299909277874
LinkedIn,Poll,Sports,187604,22,Friday,25,780,Positive,True,False,0.27234726614987087
TikTok,Video,Gaming,145705,2,Saturday,7,32,Negative,True,False,0.7441668037276717
TikTok,Duet,Lifestyle,373475,5,Saturday,3,467,Positive,True,False,0.9861994185929195
LinkedIn,Post,Gaming,140440,8,Saturday,15,1235,Positive,True,True,0.4111631419761841
Instagram,Reel,Health,177363,12,Saturday,21,376,Negative,True,True,0.44296431586226154
LinkedIn,Poll,Food,126866,14,Saturday,5,1130,Positive,False,False,0.2372769340355502
LinkedIn,Poll,Education,359055,22,Saturday,0,1419,Neutral,False,True,0.306252193679958
Twitter,Thread,Lifestyle,489324,0,Sunday,0,1557,Negative,True,True,0.469727719524561
Instagram,Photo,Travel,325242,0,Sunday,24,1445,Positive,False,False,0.31662635531519684
LinkedIn,Document,Sports,57322,3,Sunday,20,1602,Neutral,True,False,0.3205108013371313
YouTube,Short,Health,349145,13,Sunday,0,359,Positive,True,False,0.7178081966093812
Facebook,Video,Business,402199,16,Sunday,3,314,Positive,True,False,0.4302990051154033
YouTube,Short,Fashion,44521,17,Sunday,19,158,Neutral,True,True,0.9339993255909456
Twitter,Poll,Education,58956,18,Sunday,14,468,Neutral,False,True,0.5389290471098636
TikTok,Stitch,Gaming,217511,19,Sunday,2,482,Positive,True,False,0.8320893267748196
Instagram,Reel,Health,218935,20,Sunday,10,268,Positive,True,False,0.4386168300345812
LinkedIn,Post,Lifestyle,26833,23,Sunday,27,623,Positive,True,False,0.22635758524521019
Twitter,Poll,Gaming,59905,2,Monday,21,913,Positive,True,False,0.5584277799945615
TikTok,Video,Education,478706,3,Monday,12,451,Positive,True,True,0.884366181543044
TikTok,Duet,Sports,131442,4,Monday,10,541,Positive,True,False,0.8655120726376536
Instagram,Reel,Sports,183618,17,Monday,5,120,Negative,True,False,0.4272466990993622
YouTube,Community Post,Gaming,384563,0,Tuesday,22,318,Neutral,True,True,0.5253478934895168
Twitter,Tweet,Business,91409,9,Tuesday,8,864,Negative,True,False,0.5815967233567646
LinkedIn,Poll,Fashion,76716,10,Tuesday,12,1595,Negative,True,False,0.1945337972417165
Instagram,Reel,Travel,366365,10,Tuesday,3,315,Positive,True,False,0.4979778056976304
YouTube,Short,Food,235697,11,Tuesday,24,351,Positive,True,False,0.67617750623359
Instagram,Story,Fashion,443065,12,Tuesday,6,738,Negative,True,True,0.2358253867168797
Twitter,Retweet,Technology,403662,19,Tuesday,13,919,Neutral,True,True,0.5909214011118187
TikTok,Stitch,Food,117721,3,Wednesday,0,157,Neutral,True,False,0.7534014804392557
Facebook,Video,Lifestyle,319802,5,Wednesday,22,36,Positive,True,False,0.5313190630238114
Twitter,Tweet,Lifestyle,244283,14,Wednesday,26,1868,Negative,True,False,0.5099845236631111
Instagram,Story,Sports,157083,21,Wednesday,20,775,Neutral,False,False,0.38545589363434135
Instagram,Story,Education,201559,11,Thursday,27,1042,Positive,True,True,0.31271515606296907
LinkedIn,Post,Technology,318127,12,Thursday,19,726,Neutral,True,True,0.3202789363474159
Instagram,Reel,Entertainment,214246,14,Thursday,27,360,Negative,True,False,0.32462501201501587
Instagram,Story,Technology,17561,14,Thursday,10,1993,Neutral,True,False,0.5504671454302559
YouTube,Live,Technology,14601,16,Thursday,17,500,Neutral,True,False,0.7233916465432498
Instagram,Carousel,Sports,275281,19,Thursday,6,1583,Negative,True,True,0.44262056149242734
Twitter,Poll,Fitness,200837,7,Friday,0,945,Positive,True,True,0.46960276294833353
TikTok,Duet,Fashion,368592,14,Friday,9,302,Positive,True,False,0.831272047717616
LinkedIn,Poll,Business,402240,17,Friday,6,1382,Positive,True,True,0.3250339266012099
Twitter,Thread,Lifestyle,101632,22,Friday,15,1445,Positive,True,False,0.4877832575602275
Facebook,Live,Food,257761,5,Saturday,9,62,Positive,True,True,0.4858217626067621
YouTube,Video,Fashion,321697,5,Saturday,24,456,Positive,True,False,0.5446223897073748
Twitter,Retweet,Fashion,371400,9,Saturday,8,1934,Positive,True,False,0.5875115329629361
Instagram,Reel,Sports,448455,9,Saturday,16,501,Positive,True,False,0.395893610736019
Instagram,Story,Gaming,327750,13,Saturday,28,1835,Positive,True,True,0.39811842387512686
LinkedIn,Post,Food,391458,16,Saturday,29,209,Neutral,False,False,0.2629526010426603
YouTube,Community Post,Gaming,427104,17,Saturday,15,752,Neutral,True,True,0.6900650343324091
YouTube,Short,Sports,173355,14,Sunday,14,254,Positive,True,True,0.7778907341396343
Twitter,Thread,Health,440948,19,Sunday,26,416,Neutral,True,False,0.5601010477232089
YouTube,Community Post,Education,26057,21,Sunday,29,1593,Positive,True,False,0.718086085988142
Facebook,Video,Technology,229505,22,Sunday,20,491,Neutral,False,True,0.5358264414058564
LinkedIn,Document,Business,264900,17,Monday,17,295,Neutral,True,False,0.3524989091071968
Instagram,Photo,Sports,420471,18,Monday,28,1955,Neutral,True,False,0.5403273151350039
TikTok,Stitch,Food,475126,18,Monday,9,494,Positive,True,False,0.7843346512206114
TikTok,Video,Education,387532,1,Tuesday,9,326,Negative,True,True,0.9173897750015555
Twitter,Thread,Sports,259857,2,Tuesday,10,77,Neutral,True,True,0.6390080286383368
Instagram,Photo,Gaming,185702,4,Tuesday,18,1933,Positive,True,False,0.32761527557698583
Instagram,Story,Travel,111129,16,Tuesday,14,1381,Neutral,True,True,0.4472809849908808
LinkedIn,Document,Fashion,336682,17,Tuesday,12,111,Positive,True,False,0.3417835010685031
Facebook,Post,Health,189439,22,Tuesday,5,1411,Neutral,True,True,0.5924075998959931
TikTok,Video,Lifestyle,297079,1,Wednesday,28,167,Positive,False,True,0.8388515522843987
Facebook,Video,Technology,283863,2,Wednesday,21,194,Neutral,True,False,0.3175314910492207
TikTok,Duet,Food,90575,7,Wednesday,13,200,Positive,True,False,0.9335544855863257
Instagram,Carousel,Health,353048,9,Wednesday,21,162,Positive,True,False,0.5013621409596156
LinkedIn,Article,Sports,5720,11,Wednesday,13,213,Negative,True,False,0.41136969696009795
Instagram,Photo,Gaming,332835,13,Wednesday,14,1822,Neutral,True,False,0.3960053456873493
Twitter,Retweet,Health,374414,20,Wednesday,12,1644,Negative,True,True,0.45614853204552563
Facebook,Video,Technology,52216,21,Wednesday,7,192,Neutral,True,False,0.4196468749556074
Instagram,Reel,Sports,228791,0,Thursday,28,73,Neutral,True,False,0.23496586675741263
Facebook,Video,Sports,405351,4,Thursday,27,528,Neutral,False,False,0.4790260335250441
LinkedIn,Post,Sports,339621,11,Thursday,12,602,Positive,False,False,0.388945176200632
Instagram,Photo,Fitness,441976,14,Thursday,22,612,Positive,True,False,0.47454991378389777
TikTok,Stitch,Fitness,149907,14,Thursday,21,583,Neutral,True,False,0.8984230152710435
YouTube,Short,Entertainment,105423,15,Thursday,22,129,Neutral,True,True,0.5313540674766535
Instagram,Photo,Lifestyle,268022,21,Thursday,24,665,Positive,False,False,0.44420593543808695
Facebook,Live,Food,18121,0,Friday,19,328,Positive,False,False,0.3878352802351556
TikTok,Duet,Food,437263,1,Friday,2,424,Positive,True,False,0.6663605288491055
Twitter,Thread,Travel,354081,1,Friday,22,1475,Neutral,True,True,0.5621003692806338
Twitter,Tweet,Travel,260034,4,Friday,27,1112,Positive,True,False,0.5413295667346426
YouTube,Video,Education,65763,5,Friday,8,321,Positive,True,False,0.8189159441524715
Twitter,Thread,Food,56898,6,Friday,23,159,Negative,True,False,0.4960643799625608
Instagram,Carousel,Technology,117274,7,Friday,17,927,Negative,False,False,0.4139231558390799
Twitter,Poll,Entertainment,359597,12,Friday,23,489,Neutral,True,True,0.6459228905517238
Twitter,Retweet,Travel,154963,14,Friday,3,1173,Negative,True,False,0.6241806296961407
Twitter,Tweet,Technology,350941,16,Friday,2,1015,Negative,True,False,0.4549357382639174
Facebook,Post,Travel,382054,22,Friday,14,1755,Positive,False,False,0.27581434274310374
Instagram,Reel,Technology,401485,4,Saturday,29,570,Negative,True,False,0.4683961324003891
Instagram,Story,Lifestyle,8773,5,Saturday,9,1861,Negative,True,True,0.4307630564227355
TikTok,Video,Health,265169,8,Saturday,24,321,Positive,True,False,0.7360329453658925
Instagram,Story,Education,337898,9,Saturday,22,1559,Neutral,True,False,0.4341448152434347
Twitter,Thread,Food,491518,9,Saturday,10,605,Negative,True,False,0.4528488876501243
Instagram,Reel,Food,247318,10,Saturday,7,268,Positive,True,False,0.4663272185788198
Instagram,Reel,Entertainment,243626,12,Saturday,1,265,Neutral,True,True,0.40868535615817364
Instagram,Carousel,Business,475304,13,Saturday,21,1780,Positive,True,False,0.43281562287198916
Instagram,Carousel,Lifestyle,397883,15,Saturday,6,765,Negative,True,False,0.4695687377324184
Instagram,Carousel,Business,305028,15,Saturday,16,1759,Positive,True,False,0.3428370776644946
Instagram,Carousel,Business,116990,16,Saturday,14,909,Positive,True,True,0.4833382074570766
Instagram,Story,Food,369110,16,Saturday,7,923,Positive,True,False,0.4868438589998883
Instagram,Reel,Entertainment,492235,2,Sunday,3,446,Neutral,True,False,0.3977818167556552
Instagram,Story,Technology,209193,3,Sunday,11,573,Neutral,True,False,0.46892887451551674
Instagram,Carousel,Technology,341240,5,Sunday,0,1127,Negative,True,False,0.4327054758046819
Facebook,Story,Fitness,376017,12,Sunday,15,201,Neutral,True,False,0.3997852270970719
Facebook,Live,Fitness,446452,13,Sunday,22,374,Positive,True,False,0.5388458111968937
Facebook,Live,Health,102378,17,Sunday,13,101,Positive,True,False,0.41700423338167936
Facebook,Story,Technology,11723,20,Sunday,29,1994,Negative,True,False,0.5020879460406661
Instagram,Story,Lifestyle,291092,20,Sunday,1,298,Positive,True,True,0.4416933482410922
Twitter,Thread,Food,77978,21,Sunday,1,1179,Positive,True,False,0.5735813613212604
Instagram,Photo,Travel,132780,22,Sunday,27,1694,Negative,True,True,0.4200663117108845
Facebook,Live,Health,95444,5,Monday,4,398,Positive,True,False,0.5173005583566068
Twitter,Thread,Travel,372779,8,Monday,16,942,Positive,True,False,0.586672054379456
Twitter,Retweet,Fashion,134832,11,Monday,25,936,Positive,True,False,0.5654685837714895
Twitter,Retweet,Entertainment,283485,19,Monday,23,1500,Positive,True,False,0.47294852106872937
Instagram,Photo,Sports,491919,20,Monday,17,1739,Negative,True,False,0.4289926988683471
Twitter,Tweet,Fitness,374422,2,Tuesday,9,1754,Positive,True,False,0.3872975739975675
Instagram,Carousel,Entertainment,397054,6,Tuesday,21,403,Negative,False,False,0.1920241567088483
Twitter,Thread,Sports,433893,12,Tuesday,12,1778,Neutral,False,True,0.37597158666636427
Facebook,Video,Business,163562,12,Tuesday,25,117,Negative,True,True,0.30817393118775915
TikTok,Stitch,Gaming,149675,15,Tuesday,24,29,Positive,True,False,0.8843777722179738
TikTok,Duet,Gaming,205383,16,Tuesday,8,131,Positive,True,False,0.8492157150417118
Instagram,Photo,Entertainment,396252,18,Tuesday,15,636,Positive,True,False,0.46961549042672696
Facebook,Story,Travel,110775,18,Tuesday,0,656,Negative,True,True,0.4427994144249508
YouTube,Live,Entertainment,73277,21,Tuesday,0,428,Positive,True,True,0.8028931393575092
Facebook,Post,Lifestyle,140070,2,Wednesday,27,782,Positive,True,False,0.2818798169662025
Instagram,Story,Sports,485841,3,Wednesday,14,1708,Positive,True,True,0.37460324596074623
LinkedIn,Post,Business,53698,7,Wednesday,14,1877,Positive,True,True,0.15939631757129832
Facebook,Story,Sports,90441,8,Wednesday,25,1483,Neutral,True,True,0.4447283419301303
YouTube,Community Post,Travel,359343,11,Wednesday,19,524,Positive,True,False,0.6187235205336944
TikTok,Stitch,Entertainment,383586,11,Wednesday,22,248,Positive,True,False,0.8579857583219416
Instagram,Story,Technology,131980,17,Wednesday,14,53,Neutral,True,False,0.4794761193940891
TikTok,Duet,Gaming,163781,0,Thursday,14,557,Positive,True,False,0.9199120676499227
YouTube,Short,Entertainment,486083,2,Thursday,3,87,Positive,True,True,0.85600570409396
Instagram,Photo,Education,166646,5,Thursday,29,143,Positive,True,False,0.38440477338584267
Facebook,Post,Lifestyle,268368,7,Thursday,8,1224,Positive,True,False,0.553198698284727
YouTube,Community Post,Travel,101847,18,Thursday,11,1660,Positive,True,True,0.681818361702003
YouTube,Community Post,Education,78691,1,Friday,8,1199,Positive,True,True,0.8371924577222611
Twitter,Poll,Gaming,83560,2,Friday,19,1022,Positive,True,False,0.5505902572621403
Twitter,Tweet,Fitness,130725,3,Friday,14,168,Neutral,True,False,0.4501984166616947
LinkedIn,Document,Lifestyle,31843,3,Friday,2,1694,Neutral,False,True,0.42542095128311647
Twitter,Poll,Lifestyle,477966,5,Friday,18,378,Neutral,True,False,0.5422810066851554
Instagram,Story,Fashion,127456,5,Friday,8,236,Neutral,True,False,0.32466995198326226
Facebook,Story,Sports,268284,16,Friday,3,827,Neutral,True,False,0.4230014923209898
Facebook,Live,Fitness,118910,17,Friday,10,142,Neutral,True,False,0.38865573530066494
Twitter,Retweet,Technology,345225,22,Friday,28,1182,Neutral,True,True,0.47030418270848656
Twitter,Poll,Entertainment,130757,23,Friday,13,919,Neutral,True,True,0.39182927378194027
Instagram,Reel,Fitness,299183,0,Saturday,21,231,Positive,True,False,0.4757163217735098
Instagram,Photo,Gaming,29427,2,Saturday,27,1331,Positive,True,False,0.38066388584964406
Instagram,Story,Fashion,407463,3,Saturday,1,862,Positive,False,False,0.44788666328552174
TikTok,Stitch,Travel,341025,6,Saturday,3,80,Negative,False,False,0.88507280424707
Facebook,Video,Entertainment,31813,11,Saturday,18,121,Positive,True,False,0.40941287226785694
Instagram,Story,Health,375484,12,Saturday,5,898,Positive,True,False,0.3789895329249789
Instagram,Story,Entertainment,29651,12,Saturday,4,1180,Positive,True,False,0.5308018034321362
Facebook,Post,Health,84860,13,Saturday,2,1150,Neutral,True,False,0.5630945481541585
Facebook,Live,Fitness,184506,13,Saturday,28,565,Positive,True,False,0.42263494631449783
Twitter,Tweet,Health,398623,16,Saturday,15,126,Positive,True,False,0.49800162830620276
YouTube,Community Post,Entertainment,103215,18,Saturday,25,769,Neutral,True,False,0.8970341662867259
Facebook,Video,Travel,401242,20,Saturday,14,130,Positive,False,False,0.23591432702522994
Facebook,Live,Entertainment,360538,20,Saturday,10,592,Neutral,True,False,0.505480475575963
Twitter,Tweet,Travel,208736,20,Saturday,1,1289,Positive,True,False,0.5263819300420398
Instagram,Photo,Technology,280399,0,Sunday,11,1785,Neutral,True,True,0.40425806579993245
Instagram,Carousel,Gaming,128117,4,Sunday,5,269,Neutral,True,True,0.4274178175022083
Instagram,Carousel,Entertainment,304733,14,Sunday,13,664,Positive,True,False,0.4534537386442437
Facebook,Post,Technology,187251,15,Sunday,9,1060,Neutral,True,False,0.348363704129584
YouTube,Live,Travel,311587,16,Sunday,9,195,Neutral,True,False,0.9229268916341377
LinkedIn,Document,Fashion,392658,16,Sunday,22,1592,Positive,True,False,0.29927199599955784
TikTok,Duet,Business,458334,19,Sunday,24,394,Positive,True,True,0.7402072502790411
Twitter,Thread,Fashion,36719,19,Sunday,28,1300,Positive,True,True,0.5462251532684592
Facebook,Live,Health,36173,20,Sunday,11,126,Negative,True,False,0.5643822146846496
TikTok,Duet,Entertainment,426501,21,Sunday,26,412,Positive,True,True,0.8542797326663896
TikTok,Stitch,Food,365289,0,Monday,1,284,Positive,True,False,0.8925964793573242
Instagram,Photo,Fashion,411833,1,Monday,22,536,Positive,True,False,0.44094291769227617
TikTok,Stitch,Travel,333151,6,Monday,15,361,Neutral,True,True,0.6572919336999163
Twitter,Retweet,Gaming,134468,7,Monday,1,171,Neutral,True,False,0.5182966000115637
Instagram,Story,Entertainment,496392,13,Monday,21,1681,Positive,True,False,0.31226501096073495
LinkedIn,Article,Education,143355,18,Monday,11,1880,Neutral,True,False,0.3055701294595071
Twitter,Tweet,Business,341313,22,Monday,22,1511,Positive,True,False,0.2986590415968993
Facebook,Video,Technology,148293,22,Monday,1,386,Positive,True,False,0.6071253347494722
Facebook,Live,Technology,441486,2,Tuesday,20,261,Neutral,True,False,0.5591038024808545
Instagram,Carousel,Business,105873,2,Tuesday,6,571,Positive,True,True,0.4338500445256924
Instagram,Story,Food,463824,11,Tuesday,1,1448,Positive,True,True,0.489916690095318
LinkedIn,Poll,Travel,277606,13,Tuesday,28,113,Neutral,False,False,0.27589629073640876
Instagram,Reel,Fitness,51272,15,Tuesday,26,198,Negative,True,False,0.4896041925003716
Facebook,Live,Education,372632,17,Tuesday,5,376,Positive,True,False,0.34323756533689237
